time,Fe-Soluble,Ni-Soluble,pp_boiling,pp_dep_rate,pp_release_rate-Fe,pp_release_rate-Ni,pp_tke,pp_wetted_perimeter
0,0,0,0,0,0,0,0,0
0.1,0,0,0.01,0,5.0642230354234e-07,3.3527178098812e-08,0.00099999999999999,0.0534
0.21,5.5706453389658e-08,3.6879895908693e-09,0.01,0,2.4115636719231e-07,1.5965514188383e-08,0.00099999999999999,0.0534
0.331,8.4886373819928e-08,5.6198168076637e-09,0.01,0,1.5300168779478e-07,1.0129322504623e-08,0.00099999999999999,0.0534
0.4641,1.0525089846541e-07,6.968029633029e-09,0.01,0,1.0912379727689e-07,7.2244309947046e-09,0.00099999999999999,0.0534
0.61051,1.2122771362472e-07,8.0257585749637e-09,0.01,0,8.2955581855484e-08,5.4919906720238e-09,0.00099999999999999,0.0534
0.771561,1.3458779303813e-07,8.9102491646838e-09,0.01,0,6.5641167059336e-08,4.3457072945212e-09,0.00099999999999999,0.0534
0.9487171,1.4621652619381e-07,9.6801177207227e-09,0.01,0,5.3384948029941e-08,3.5342966687603e-09,0.00099999999999999,0.0534
1.14358881,1.5661974230467e-07,1.0368852156211e-08,0.01,0,4.4288964270893e-08,2.9321062333464e-09,0.00099999999999999,0.0534
1.357947691,1.6611347512642e-07,1.0997375167365e-08,0.01,0,3.7298662826723e-08,2.4693203729217e-09,0.00099999999999999,0.0534
1.5937424601,1.7490830471539e-07,1.1579627994532e-08,0.01,0,3.1781184632165e-08,2.1040412910344e-09,0.00099999999999999,0.0534
1.85311670611,1.8315152551666e-07,1.2125362117968e-08,0.01,0,2.7333710779731e-08,1.809600767982e-09,0.00099999999999999,0.0534
2.138428376721,1.9095015220322e-07,1.2641662336219e-08,0.01,0,2.3687601823529e-08,1.5682138000559e-09,0.00099999999999999,0.0534
2.4522712143931,1.9838433637717e-07,1.3133835005306e-08,0.01,0,2.0656808104072e-08,1.3675631571e-09,0.00099999999999999,0.0534
2.7974983358324,2.0551562677706e-07,1.3605954897418e-08,0.01,0,1.8108370063188e-08,1.1988463855975e-09,0.00099999999999999,0.0534
3.1772481694157,2.1239227729502e-07,1.406121661284e-08,0.01,0,1.5944734190963e-08,1.055605053765e-09,0.00099999999999999,0.0534
3.5949729863572,2.1905278846612e-07,1.4502169040687e-08,0.01,0,1.409269105588e-08,9.3299240498899e-10,0.00099999999999999,0.0534
4.0544702849929,2.2552834193681e-07,1.4930876530427e-08,0.01,0,1.2496221215195e-08,8.2729972853372e-10,0.00099999999999999,0.0534
4.5599173134922,2.318445198175e-07,1.5349032719893e-08,0.01,0,1.1111724165232e-08,7.3564049700558e-10,0.00099999999999999,0.0534
